"Region.Name","Region.Code","Year","Education","Gender","Number.of.Enrolment","Vizside"
"Middle East & North Africa","MEA",1995,"Primary","Male",21657568,"education"
"Middle East & North Africa","MEA",1995,"Secondary","Male",14419772,"education"
"Middle East & North Africa","MEA",1995,"Tertiary","Male",2464781.25,"education"
"Middle East & North Africa","MEA",1996,"Pre-primary","Male",1372041.5,"education"
"Middle East & North Africa","MEA",1996,"Primary","Male",22558584,"education"
"Middle East & North Africa","MEA",1996,"Secondary","Male",14914965,"education"
"Middle East & North Africa","MEA",1996,"Tertiary","Male",2735341.375,"education"
"Middle East & North Africa","MEA",1997,"Pre-primary","Male",1434877.125,"education"
"Middle East & North Africa","MEA",1997,"Primary","Male",22376330,"education"
"Middle East & North Africa","MEA",1997,"Secondary","Male",15629195,"education"
"Middle East & North Africa","MEA",1997,"Tertiary","Male",2969248.25,"education"
"Middle East & North Africa","MEA",1998,"Pre-primary","Male",1497529.25,"education"
"Middle East & North Africa","MEA",1998,"Primary","Male",22497554,"education"
"Middle East & North Africa","MEA",1998,"Secondary","Male",16349204,"education"
"Middle East & North Africa","MEA",1998,"Tertiary","Male",3178582.25,"education"
"Middle East & North Africa","MEA",1999,"Pre-primary","Male",1452130.125,"education"
"Middle East & North Africa","MEA",1999,"Primary","Male",22525866,"education"
"Middle East & North Africa","MEA",1999,"Secondary","Male",16982720,"education"
"Middle East & North Africa","MEA",1999,"Tertiary","Male",3463654.25,"education"
"Middle East & North Africa","MEA",2000,"Pre-primary","Male",1496930,"education"
"Middle East & North Africa","MEA",2000,"Primary","Male",22469052,"education"
"Middle East & North Africa","MEA",2000,"Secondary","Male",17508754,"education"
"Middle East & North Africa","MEA",2000,"Tertiary","Male",3575478.25,"education"
"Middle East & North Africa","MEA",2001,"Pre-primary","Male",1512659.125,"education"
"Middle East & North Africa","MEA",2001,"Primary","Male",22480712,"education"
"Middle East & North Africa","MEA",2001,"Secondary","Male",17946545,"education"
"Middle East & North Africa","MEA",2001,"Tertiary","Male",3755144.75,"education"
"Middle East & North Africa","MEA",2002,"Pre-primary","Male",1561265.625,"education"
"Middle East & North Africa","MEA",2002,"Primary","Male",22490568,"education"
"Middle East & North Africa","MEA",2002,"Secondary","Male",18323726,"education"
"Middle East & North Africa","MEA",2002,"Tertiary","Male",3896305.5,"education"
"Middle East & North Africa","MEA",2003,"Pre-primary","Male",1605542.125,"education"
"Middle East & North Africa","MEA",2003,"Primary","Male",21989722,"education"
"Middle East & North Africa","MEA",2003,"Secondary","Male",18975868,"education"
"Middle East & North Africa","MEA",2003,"Tertiary","Male",3959885.25,"education"
"Middle East & North Africa","MEA",2004,"Pre-primary","Male",1658960,"education"
"Middle East & North Africa","MEA",2004,"Primary","Male",21868338,"education"
"Middle East & North Africa","MEA",2004,"Secondary","Male",19245970,"education"
"Middle East & North Africa","MEA",2004,"Tertiary","Male",4320200.25,"education"
"Middle East & North Africa","MEA",2005,"Pre-primary","Male",1758144.25,"education"
"Middle East & North Africa","MEA",2005,"Primary","Male",22601230,"education"
"Middle East & North Africa","MEA",2005,"Secondary","Male",19119580,"education"
"Middle East & North Africa","MEA",2005,"Tertiary","Male",4570684.5,"education"
"Middle East & North Africa","MEA",2006,"Pre-primary","Male",1878990.625,"education"
"Middle East & North Africa","MEA",2006,"Primary","Male",22607028,"education"
"Middle East & North Africa","MEA",2006,"Secondary","Male",19045222,"education"
"Middle East & North Africa","MEA",2006,"Tertiary","Male",4770300,"education"
"Middle East & North Africa","MEA",2007,"Pre-primary","Male",1905685.25,"education"
"Middle East & North Africa","MEA",2007,"Primary","Male",22632974,"education"
"Middle East & North Africa","MEA",2007,"Secondary","Male",18782798,"education"
"Middle East & North Africa","MEA",2007,"Tertiary","Male",5226439,"education"
"Middle East & North Africa","MEA",2008,"Pre-primary","Male",2041955,"education"
"Middle East & North Africa","MEA",2008,"Primary","Male",22633468,"education"
"Middle East & North Africa","MEA",2008,"Secondary","Male",18961220,"education"
"Middle East & North Africa","MEA",2008,"Tertiary","Male",5511189.5,"education"
"Middle East & North Africa","MEA",2009,"Pre-primary","Male",2190913,"education"
"Middle East & North Africa","MEA",2009,"Primary","Male",22493948,"education"
"Middle East & North Africa","MEA",2009,"Secondary","Male",19062802,"education"
"Middle East & North Africa","MEA",2009,"Tertiary","Male",5755476.5,"education"
"Middle East & North Africa","MEA",2010,"Pre-primary","Male",2316701.625,"education"
"Middle East & North Africa","MEA",2010,"Primary","Male",22762182,"education"
"Middle East & North Africa","MEA",2010,"Secondary","Male",19068206,"education"
"Middle East & North Africa","MEA",2010,"Tertiary","Male",6195702,"education"
"Middle East & North Africa","MEA",2011,"Pre-primary","Male",2288141.75,"education"
"Middle East & North Africa","MEA",2011,"Primary","Male",22998412,"education"
"Middle East & North Africa","MEA",2011,"Secondary","Male",19701606,"education"
"Middle East & North Africa","MEA",2011,"Tertiary","Male",6265640,"education"
"Middle East & North Africa","MEA",2012,"Pre-primary","Male",2317881,"education"
"Middle East & North Africa","MEA",2012,"Primary","Male",23545498,"education"
"Middle East & North Africa","MEA",2012,"Secondary","Male",19840216,"education"
"Middle East & North Africa","MEA",2012,"Tertiary","Male",6649611,"education"
"Middle East & North Africa","MEA",2013,"Pre-primary","Male",2392328.5,"education"
"Middle East & North Africa","MEA",2013,"Primary","Male",24558166,"education"
"Middle East & North Africa","MEA",2013,"Secondary","Male",18845486,"education"
"Middle East & North Africa","MEA",2013,"Tertiary","Male",6976959.5,"education"
"Middle East & North Africa","MEA",2014,"Pre-primary","Male",2691396.25,"education"
"Middle East & North Africa","MEA",2014,"Primary","Male",24997466,"education"
"Middle East & North Africa","MEA",2014,"Secondary","Male",18678581,"education"
"Middle East & North Africa","MEA",2014,"Tertiary","Male",7302237,"education"
"Middle East & North Africa","MEA",2015,"Pre-primary","Male",NA,"education"
"Middle East & North Africa","MEA",2015,"Primary","Male",NA,"education"
"Middle East & North Africa","MEA",2015,"Secondary","Male",NA,"education"
"Middle East & North Africa","MEA",2015,"Tertiary","Male",NA,"education"
"Middle East & North Africa","MEA",2016,"Pre-primary","Male",NA,"education"
"Middle East & North Africa","MEA",2016,"Primary","Male",NA,"education"
"Middle East & North Africa","MEA",2016,"Secondary","Male",NA,"education"
"Middle East & North Africa","MEA",2016,"Tertiary","Male",NA,"education"
"Middle East & North Africa","MEA",2017,"Pre-primary","Male",NA,"education"
"Middle East & North Africa","MEA",2017,"Primary","Male",NA,"education"
"Middle East & North Africa","MEA",2017,"Secondary","Male",NA,"education"
"Middle East & North Africa","MEA",2017,"Tertiary","Male",NA,"education"
"North America","NAC",1970,"Pre-primary","Male",NA,"education"
"North America","NAC",1970,"Primary","Male",NA,"education"
"North America","NAC",1970,"Secondary","Male",NA,"education"
"North America","NAC",1970,"Tertiary","Male",5366930.75,"education"
"North America","NAC",1971,"Pre-primary","Male",NA,"education"
"North America","NAC",1971,"Primary","Male",NA,"education"
"North America","NAC",1971,"Secondary","Male",14687755,"education"
"North America","NAC",1971,"Tertiary","Male",5507717.75,"education"
"North America","NAC",1972,"Pre-primary","Male",NA,"education"
"North America","NAC",1972,"Primary","Male",NA,"education"
"North America","NAC",1972,"Secondary","Male",15086269,"education"
"North America","NAC",1972,"Tertiary","Male",5742040.5,"education"
"North America","NAC",1973,"Pre-primary","Male",NA,"education"
"North America","NAC",1973,"Primary","Male",NA,"education"
"North America","NAC",1973,"Secondary","Male",14751193,"education"
"North America","NAC",1973,"Tertiary","Male",5827155.5,"education"
"North America","NAC",1974,"Pre-primary","Male",NA,"education"
"North America","NAC",1974,"Primary","Male",NA,"education"
"North America","NAC",1974,"Secondary","Male",14330919,"education"
"North America","NAC",1974,"Tertiary","Male",5937722,"education"
"North America","NAC",1975,"Pre-primary","Male",NA,"education"
"North America","NAC",1975,"Primary","Male",NA,"education"
"North America","NAC",1975,"Secondary","Male",13865227,"education"
"North America","NAC",1975,"Tertiary","Male",6203785.5,"education"
"North America","NAC",1976,"Pre-primary","Male",NA,"education"
"North America","NAC",1976,"Primary","Male",NA,"education"
"North America","NAC",1976,"Secondary","Male",13359687,"education"
"North America","NAC",1976,"Tertiary","Male",6744343.5,"education"
"North America","NAC",1977,"Pre-primary","Male",NA,"education"
"North America","NAC",1977,"Primary","Male",NA,"education"
"North America","NAC",1977,"Secondary","Male",12810582,"education"
"North America","NAC",1977,"Tertiary","Male",6445812.5,"education"
"North America","NAC",1978,"Pre-primary","Male",NA,"education"
"North America","NAC",1978,"Primary","Male",NA,"education"
"North America","NAC",1978,"Secondary","Male",12160640,"education"
"North America","NAC",1978,"Tertiary","Male",6464912.5,"education"
"North America","NAC",1979,"Pre-primary","Male",NA,"education"
"North America","NAC",1979,"Primary","Male",NA,"education"
"North America","NAC",1979,"Secondary","Male",11188200,"education"
"North America","NAC",1979,"Tertiary","Male",6357855.5,"education"
"North America","NAC",1980,"Pre-primary","Male",2718335.25,"education"
"North America","NAC",1980,"Primary","Male",11729146,"education"
"North America","NAC",1980,"Secondary","Male",12531324,"education"
"North America","NAC",1980,"Tertiary","Male",6439273.5,"education"
"North America","NAC",1981,"Pre-primary","Male",2917981,"education"
"North America","NAC",1981,"Primary","Male",11584424,"education"
"North America","NAC",1981,"Secondary","Male",12133018,"education"
"North America","NAC",1981,"Tertiary","Male",6668385,"education"
"North America","NAC",1982,"Pre-primary","Male",2951712,"education"
"North America","NAC",1982,"Primary","Male",11769319,"education"
"North America","NAC",1982,"Secondary","Male",12285276,"education"
"North America","NAC",1982,"Tertiary","Male",6802110.5,"education"
"North America","NAC",1983,"Pre-primary","Male",2985186,"education"
"North America","NAC",1983,"Primary","Male",11608730,"education"
"North America","NAC",1983,"Secondary","Male",12072458,"education"
"North America","NAC",1983,"Tertiary","Male",6886084.5,"education"
"North America","NAC",1984,"Pre-primary","Male",3111924.25,"education"
"North America","NAC",1984,"Primary","Male",11356452,"education"
"North America","NAC",1984,"Secondary","Male",12118216,"education"
"North America","NAC",1984,"Tertiary","Male",6897762.5,"education"
"North America","NAC",1985,"Pre-primary","Male",3176683.25,"education"
"North America","NAC",1985,"Primary","Male",11333254,"education"
"North America","NAC",1985,"Secondary","Male",11827988,"education"
"North America","NAC",1985,"Tertiary","Male",6747563,"education"
"North America","NAC",1986,"Pre-primary","Male",3410326.75,"education"
"North America","NAC",1986,"Primary","Male",11534916,"education"
"North America","NAC",1986,"Secondary","Male",11695011,"education"
"North America","NAC",1986,"Tertiary","Male",6700450.5,"education"
"North America","NAC",1987,"Pre-primary","Male",3616173.25,"education"
"North America","NAC",1987,"Primary","Male",11809764,"education"
"North America","NAC",1987,"Secondary","Male",11580743,"education"
"North America","NAC",1987,"Tertiary","Male",6778047,"education"
"North America","NAC",1988,"Pre-primary","Male",3753117,"education"
"North America","NAC",1988,"Primary","Male",12067985,"education"
"North America","NAC",1988,"Secondary","Male",11369574,"education"
"North America","NAC",1988,"Tertiary","Male",6836992,"education"
"North America","NAC",1989,"Pre-primary","Male",3629602.25,"education"
"North America","NAC",1989,"Primary","Male",12359970,"education"
"North America","NAC",1989,"Secondary","Male",11189098,"education"
"North America","NAC",1989,"Tertiary","Male",6924352.5,"education"
"North America","NAC",1990,"Pre-primary","Male",3748332.75,"education"
"North America","NAC",1990,"Primary","Male",12648345,"education"
"North America","NAC",1990,"Secondary","Male",11049280,"education"
"North America","NAC",1990,"Tertiary","Male",7034210,"education"
"North America","NAC",1991,"Pre-primary","Male",4032285.25,"education"
"North America","NAC",1991,"Primary","Male",12803907,"education"
"North America","NAC",1991,"Secondary","Male",10973123,"education"
"North America","NAC",1991,"Tertiary","Male",7117450,"education"
"North America","NAC",1992,"Pre-primary","Male",4184363.25,"education"
"North America","NAC",1992,"Primary","Male",12969050,"education"
"North America","NAC",1992,"Secondary","Male",11326219,"education"
"North America","NAC",1992,"Tertiary","Male",7390306,"education"
"North America","NAC",1993,"Pre-primary","Male",4314203,"education"
"North America","NAC",1993,"Primary","Male",13102555,"education"
"North America","NAC",1993,"Secondary","Male",11753695,"education"
"North America","NAC",1993,"Tertiary","Male",7346696,"education"
"North America","NAC",1994,"Pre-primary","Male",4440199.25,"education"
"North America","NAC",1994,"Primary","Male",13167572,"education"
"North America","NAC",1994,"Secondary","Male",12092178,"education"
"North America","NAC",1994,"Tertiary","Male",7269050,"education"
"North America","NAC",1995,"Pre-primary","Male",4563011.75,"education"
"North America","NAC",1995,"Primary","Male",13494190,"education"
"North America","NAC",1995,"Secondary","Male",12019090,"education"
"North America","NAC",1995,"Tertiary","Male",7213224,"education"
"North America","NAC",1996,"Pre-primary","Male",4628967,"education"
"North America","NAC",1996,"Primary","Male",13644614,"education"
"North America","NAC",1996,"Secondary","Male",12290994,"education"
"North America","NAC",1996,"Tertiary","Male",7167631,"education"
"North America","NAC",1997,"Pre-primary","Male",4267223.75,"education"
"North America","NAC",1997,"Primary","Male",13674989,"education"
"North America","NAC",1997,"Secondary","Male",12392424,"education"
"North America","NAC",1997,"Tertiary","Male",6788958,"education"
"North America","NAC",1998,"Pre-primary","Male",3894726.75,"education"
"North America","NAC",1998,"Primary","Male",13717906,"education"
"North America","NAC",1998,"Secondary","Male",12506591,"education"
"North America","NAC",1998,"Tertiary","Male",6420965,"education"
"North America","NAC",1999,"Pre-primary","Male",3999674.75,"education"
"North America","NAC",1999,"Primary","Male",13845389,"education"
"North America","NAC",1999,"Secondary","Male",12648316,"education"
"North America","NAC",1999,"Tertiary","Male",6643995.5,"education"
"North America","NAC",2000,"Pre-primary","Male",3876438,"education"
"North America","NAC",2000,"Primary","Male",14147572,"education"
"North America","NAC",2000,"Secondary","Male",12807023,"education"
"North America","NAC",2000,"Tertiary","Male",6374316,"education"
"North America","NAC",2001,"Pre-primary","Male",4079219.25,"education"
"North America","NAC",2001,"Primary","Male",14227865,"education"
"North America","NAC",2001,"Secondary","Male",13059639,"education"
"North America","NAC",2001,"Tertiary","Male",6539435.5,"education"
"North America","NAC",2002,"Pre-primary","Male",4127293.25,"education"
"North America","NAC",2002,"Primary","Male",13933495,"education"
"North America","NAC",2002,"Secondary","Male",13263848,"education"
"North America","NAC",2002,"Tertiary","Male",7508787,"education"
"North America","NAC",2003,"Pre-primary","Male",3975046,"education"
"North America","NAC",2003,"Primary","Male",13958317,"education"
"North America","NAC",2003,"Secondary","Male",13554389,"education"
"North America","NAC",2003,"Tertiary","Male",7757764,"education"
"North America","NAC",2004,"Pre-primary","Male",4137964,"education"
"North America","NAC",2004,"Primary","Male",13831441,"education"
"North America","NAC",2004,"Secondary","Male",13627547,"education"
"North America","NAC",2004,"Tertiary","Male",7818321,"education"
"North America","NAC",2005,"Pre-primary","Male",4157721,"education"
"North America","NAC",2005,"Primary","Male",13777178,"education"
"North America","NAC",2005,"Secondary","Male",13776042,"education"
"North America","NAC",2005,"Tertiary","Male",7956287,"education"
"North America","NAC",2006,"Pre-primary","Male",4004474,"education"
"North America","NAC",2006,"Primary","Male",13581957,"education"
"North America","NAC",2006,"Secondary","Male",13993334,"education"
"North America","NAC",2006,"Tertiary","Male",8029649,"education"
"North America","NAC",2007,"Pre-primary","Male",4136983.5,"education"
"North America","NAC",2007,"Primary","Male",13709367,"education"
"North America","NAC",2007,"Secondary","Male",14015161,"education"
"North America","NAC",2007,"Tertiary","Male",8155095,"education"
"North America","NAC",2008,"Pre-primary","Male",3948401.75,"education"
"North America","NAC",2008,"Primary","Male",13735889,"education"
"North America","NAC",2008,"Secondary","Male",14069521,"education"
"North America","NAC",2008,"Tertiary","Male",8403074,"education"
"North America","NAC",2009,"Pre-primary","Male",3963221.75,"education"
"North America","NAC",2009,"Primary","Male",13667667,"education"
"North America","NAC",2009,"Secondary","Male",13864180,"education"
"North America","NAC",2009,"Tertiary","Male",8782928,"education"
"North America","NAC",2010,"Pre-primary","Male",4696460,"education"
"North America","NAC",2010,"Primary","Male",13638994,"education"
"North America","NAC",2010,"Secondary","Male",13690716,"education"
"North America","NAC",2010,"Tertiary","Male",9369280,"education"
"North America","NAC",2011,"Pre-primary","Male",4926317,"education"
"North America","NAC",2011,"Primary","Male",13562680,"education"
"North America","NAC",2011,"Secondary","Male",13721426,"education"
"North America","NAC",2011,"Tertiary","Male",9648445,"education"
"North America","NAC",2012,"Pre-primary","Male",5019927,"education"
"North America","NAC",2012,"Primary","Male",13666351,"education"
"North America","NAC",2012,"Secondary","Male",13728603,"education"
"North America","NAC",2012,"Tertiary","Male",9634275,"education"
"North America","NAC",2013,"Pre-primary","Male",4744317.5,"education"
"North America","NAC",2013,"Primary","Male",13652925,"education"
"North America","NAC",2013,"Secondary","Male",13704889,"education"
"North America","NAC",2013,"Tertiary","Male",9286249,"education"
"North America","NAC",2014,"Pre-primary","Male",4755951.5,"education"
"North America","NAC",2014,"Primary","Male",13693382,"education"
"North America","NAC",2014,"Secondary","Male",13688798,"education"
"North America","NAC",2014,"Tertiary","Male",9222849,"education"
"North America","NAC",2015,"Pre-primary","Male",NA,"education"
"North America","NAC",2015,"Primary","Male",NA,"education"
"North America","NAC",2015,"Secondary","Male",NA,"education"
"North America","NAC",2015,"Tertiary","Male",NA,"education"
"North America","NAC",2016,"Pre-primary","Male",NA,"education"
"North America","NAC",2016,"Primary","Male",NA,"education"
"North America","NAC",2016,"Secondary","Male",NA,"education"
"North America","NAC",2016,"Tertiary","Male",NA,"education"
"North America","NAC",2017,"Pre-primary","Male",NA,"education"
"North America","NAC",2017,"Primary","Male",NA,"education"
"North America","NAC",2017,"Secondary","Male",NA,"education"
"North America","NAC",2017,"Tertiary","Male",NA,"education"
"Sub-Saharan Africa","SSF",1970,"Pre-primary","Male",NA,"education"
"Sub-Saharan Africa","SSF",1970,"Primary","Male",15934729,"education"
"Sub-Saharan Africa","SSF",1970,"Secondary","Male",3221496.75,"education"
"Sub-Saharan Africa","SSF",1970,"Tertiary","Male",228977.75,"education"
"Sub-Saharan Africa","SSF",1971,"Pre-primary","Male",NA,"education"
"Sub-Saharan Africa","SSF",1971,"Primary","Male",16477366,"education"
"Sub-Saharan Africa","SSF",1971,"Secondary","Male",3326359,"education"
"Sub-Saharan Africa","SSF",1971,"Tertiary","Male",234431.5,"education"
"Sub-Saharan Africa","SSF",1972,"Pre-primary","Male",NA,"education"
"Sub-Saharan Africa","SSF",1972,"Primary","Male",17206395,"education"
"Sub-Saharan Africa","SSF",1972,"Secondary","Male",3514726.75,"education"
"Sub-Saharan Africa","SSF",1972,"Tertiary","Male",248200.140625,"education"
"Sub-Saharan Africa","SSF",1973,"Pre-primary","Male",NA,"education"
"Sub-Saharan Africa","SSF",1973,"Primary","Male",17965142,"education"
"Sub-Saharan Africa","SSF",1973,"Secondary","Male",3697904,"education"
"Sub-Saharan Africa","SSF",1973,"Tertiary","Male",262433.59375,"education"
"Sub-Saharan Africa","SSF",1974,"Pre-primary","Male",NA,"education"
"Sub-Saharan Africa","SSF",1974,"Primary","Male",19059086,"education"
"Sub-Saharan Africa","SSF",1974,"Secondary","Male",3862172.5,"education"
"Sub-Saharan Africa","SSF",1974,"Tertiary","Male",284537,"education"
"Sub-Saharan Africa","SSF",1975,"Pre-primary","Male",NA,"education"
"Sub-Saharan Africa","SSF",1975,"Primary","Male",19965585,"education"
"Sub-Saharan Africa","SSF",1975,"Secondary","Male",4152507.75,"education"
"Sub-Saharan Africa","SSF",1975,"Tertiary","Male",304891.421875,"education"
"Sub-Saharan Africa","SSF",1976,"Pre-primary","Male",NA,"education"
"Sub-Saharan Africa","SSF",1976,"Primary","Male",20871668,"education"
"Sub-Saharan Africa","SSF",1976,"Secondary","Male",4439435,"education"
"Sub-Saharan Africa","SSF",1976,"Tertiary","Male",326989.0625,"education"
"Sub-Saharan Africa","SSF",1977,"Pre-primary","Male",NA,"education"
"Sub-Saharan Africa","SSF",1977,"Primary","Male",22326928,"education"
"Sub-Saharan Africa","SSF",1977,"Secondary","Male",4723576.75,"education"
"Sub-Saharan Africa","SSF",1977,"Tertiary","Male",356508.296875,"education"
"Sub-Saharan Africa","SSF",1978,"Pre-primary","Male",NA,"education"
"Sub-Saharan Africa","SSF",1978,"Primary","Male",24062364,"education"
"Sub-Saharan Africa","SSF",1978,"Secondary","Male",5092925,"education"
"Sub-Saharan Africa","SSF",1978,"Tertiary","Male",393116.140625,"education"
"Sub-Saharan Africa","SSF",1979,"Pre-primary","Male",NA,"education"
"Sub-Saharan Africa","SSF",1979,"Primary","Male",26282708,"education"
"Sub-Saharan Africa","SSF",1979,"Secondary","Male",5544912,"education"
"Sub-Saharan Africa","SSF",1979,"Tertiary","Male",438938.5,"education"
"Sub-Saharan Africa","SSF",1980,"Pre-primary","Male",NA,"education"
"Sub-Saharan Africa","SSF",1980,"Primary","Male",27955232,"education"
"Sub-Saharan Africa","SSF",1980,"Secondary","Male",6121667.25,"education"
"Sub-Saharan Africa","SSF",1980,"Tertiary","Male",476070.03125,"education"
"Sub-Saharan Africa","SSF",1981,"Pre-primary","Male",NA,"education"
"Sub-Saharan Africa","SSF",1981,"Primary","Male",29570870,"education"
"Sub-Saharan Africa","SSF",1981,"Secondary","Male",6739674,"education"
"Sub-Saharan Africa","SSF",1981,"Tertiary","Male",525501.15625,"education"
"Sub-Saharan Africa","SSF",1982,"Pre-primary","Male",NA,"education"
"Sub-Saharan Africa","SSF",1982,"Primary","Male",31214320,"education"
"Sub-Saharan Africa","SSF",1982,"Secondary","Male",7293296.5,"education"
"Sub-Saharan Africa","SSF",1982,"Tertiary","Male",571974.625,"education"
"Sub-Saharan Africa","SSF",1983,"Pre-primary","Male",1736627.625,"education"
"Sub-Saharan Africa","SSF",1983,"Primary","Male",32108184,"education"
"Sub-Saharan Africa","SSF",1983,"Secondary","Male",8119760,"education"
"Sub-Saharan Africa","SSF",1983,"Tertiary","Male",602850.625,"education"
"Sub-Saharan Africa","SSF",1984,"Pre-primary","Male",1765217.125,"education"
"Sub-Saharan Africa","SSF",1984,"Primary","Male",32580420,"education"
"Sub-Saharan Africa","SSF",1984,"Secondary","Male",8955298,"education"
"Sub-Saharan Africa","SSF",1984,"Tertiary","Male",637879.15625,"education"
"Sub-Saharan Africa","SSF",1985,"Pre-primary","Male",1792188.875,"education"
"Sub-Saharan Africa","SSF",1985,"Primary","Male",32468784,"education"
"Sub-Saharan Africa","SSF",1985,"Secondary","Male",9102696.5,"education"
"Sub-Saharan Africa","SSF",1985,"Tertiary","Male",694232.84375,"education"
"Sub-Saharan Africa","SSF",1986,"Pre-primary","Male",1891991.625,"education"
"Sub-Saharan Africa","SSF",1986,"Primary","Male",32164394,"education"
"Sub-Saharan Africa","SSF",1986,"Secondary","Male",8658234.5,"education"
"Sub-Saharan Africa","SSF",1986,"Tertiary","Male",748393.71875,"education"
"Sub-Saharan Africa","SSF",1987,"Pre-primary","Male",1994169.5,"education"
"Sub-Saharan Africa","SSF",1987,"Primary","Male",32365374,"education"
"Sub-Saharan Africa","SSF",1987,"Secondary","Male",8867068.5,"education"
"Sub-Saharan Africa","SSF",1987,"Tertiary","Male",776497.1875,"education"
"Sub-Saharan Africa","SSF",1988,"Pre-primary","Male",2091325.875,"education"
"Sub-Saharan Africa","SSF",1988,"Primary","Male",33197638,"education"
"Sub-Saharan Africa","SSF",1988,"Secondary","Male",9096865.5,"education"
"Sub-Saharan Africa","SSF",1988,"Tertiary","Male",849951.40625,"education"
"Sub-Saharan Africa","SSF",1989,"Pre-primary","Male",2148569.25,"education"
"Sub-Saharan Africa","SSF",1989,"Primary","Male",33965866,"education"
"Sub-Saharan Africa","SSF",1989,"Secondary","Male",9049583,"education"
"Sub-Saharan Africa","SSF",1989,"Tertiary","Male",922484.46875,"education"
"Sub-Saharan Africa","SSF",1990,"Pre-primary","Male",2205214.75,"education"
"Sub-Saharan Africa","SSF",1990,"Primary","Male",34690468,"education"
"Sub-Saharan Africa","SSF",1990,"Secondary","Male",9329140,"education"
"Sub-Saharan Africa","SSF",1990,"Tertiary","Male",970355.34375,"education"
"Sub-Saharan Africa","SSF",1991,"Pre-primary","Male",2282843,"education"
"Sub-Saharan Africa","SSF",1991,"Primary","Male",35979650,"education"
"Sub-Saharan Africa","SSF",1991,"Secondary","Male",9646658.5,"education"
"Sub-Saharan Africa","SSF",1991,"Tertiary","Male",1022955.25,"education"
"Sub-Saharan Africa","SSF",1992,"Pre-primary","Male",2358814,"education"
"Sub-Saharan Africa","SSF",1992,"Primary","Male",36706618,"education"
"Sub-Saharan Africa","SSF",1992,"Secondary","Male",9849970.5,"education"
"Sub-Saharan Africa","SSF",1992,"Tertiary","Male",1073866.375,"education"
"Sub-Saharan Africa","SSF",1993,"Pre-primary","Male",2418059.75,"education"
"Sub-Saharan Africa","SSF",1993,"Primary","Male",38173748,"education"
"Sub-Saharan Africa","SSF",1993,"Secondary","Male",10133916.5,"education"
"Sub-Saharan Africa","SSF",1993,"Tertiary","Male",1156269,"education"
"Sub-Saharan Africa","SSF",1994,"Pre-primary","Male",2482440.25,"education"
"Sub-Saharan Africa","SSF",1994,"Primary","Male",39232682,"education"
"Sub-Saharan Africa","SSF",1994,"Secondary","Male",10523604,"education"
"Sub-Saharan Africa","SSF",1994,"Tertiary","Male",1215231,"education"
"Sub-Saharan Africa","SSF",1995,"Pre-primary","Male",2560652.75,"education"
"Sub-Saharan Africa","SSF",1995,"Primary","Male",40694088,"education"
"Sub-Saharan Africa","SSF",1995,"Secondary","Male",10948421,"education"
"Sub-Saharan Africa","SSF",1995,"Tertiary","Male",1263375.8125,"education"
"Sub-Saharan Africa","SSF",1996,"Pre-primary","Male",2692617.5,"education"
"Sub-Saharan Africa","SSF",1996,"Primary","Male",40513308,"education"
"Sub-Saharan Africa","SSF",1996,"Secondary","Male",11346596,"education"
"Sub-Saharan Africa","SSF",1996,"Tertiary","Male",1312066.3125,"education"
"Sub-Saharan Africa","SSF",1997,"Pre-primary","Male",2797965.75,"education"
"Sub-Saharan Africa","SSF",1997,"Primary","Male",43465188,"education"
"Sub-Saharan Africa","SSF",1997,"Secondary","Male",11786571,"education"
"Sub-Saharan Africa","SSF",1997,"Tertiary","Male",1362788.4375,"education"
"Sub-Saharan Africa","SSF",1998,"Pre-primary","Male",3068787.25,"education"
"Sub-Saharan Africa","SSF",1998,"Primary","Male",45825012,"education"
"Sub-Saharan Africa","SSF",1998,"Secondary","Male",12224141,"education"
"Sub-Saharan Africa","SSF",1998,"Tertiary","Male",1397551.625,"education"
"Sub-Saharan Africa","SSF",1999,"Pre-primary","Male",3087969,"education"
"Sub-Saharan Africa","SSF",1999,"Primary","Male",46934128,"education"
"Sub-Saharan Africa","SSF",1999,"Secondary","Male",12707514,"education"
"Sub-Saharan Africa","SSF",1999,"Tertiary","Male",1443560.1875,"education"
"Sub-Saharan Africa","SSF",2000,"Pre-primary","Male",3404731.5,"education"
"Sub-Saharan Africa","SSF",2000,"Primary","Male",49357688,"education"
"Sub-Saharan Africa","SSF",2000,"Secondary","Male",13450152,"education"
"Sub-Saharan Africa","SSF",2000,"Tertiary","Male",1618160,"education"
"Sub-Saharan Africa","SSF",2001,"Pre-primary","Male",3625679,"education"
"Sub-Saharan Africa","SSF",2001,"Primary","Male",51523028,"education"
"Sub-Saharan Africa","SSF",2001,"Secondary","Male",14526582,"education"
"Sub-Saharan Africa","SSF",2001,"Tertiary","Male",1816445.625,"education"
"Sub-Saharan Africa","SSF",2002,"Pre-primary","Male",4101390.75,"education"
"Sub-Saharan Africa","SSF",2002,"Primary","Male",54152612,"education"
"Sub-Saharan Africa","SSF",2002,"Secondary","Male",15643446,"education"
"Sub-Saharan Africa","SSF",2002,"Tertiary","Male",2000928.125,"education"
"Sub-Saharan Africa","SSF",2003,"Pre-primary","Male",4594546,"education"
"Sub-Saharan Africa","SSF",2003,"Primary","Male",56926260,"education"
"Sub-Saharan Africa","SSF",2003,"Secondary","Male",16588697,"education"
