"income.Name","income.Code","Year","Education","Gender","Number.of.Enrolment","Vizside"
"Middle income","MIC",2006,"Tertiary","Female",47399492,"education"
"Middle income","MIC",2007,"Tertiary","Female",51259820,"education"
"Middle income","MIC",2008,"Tertiary","Female",55264104,"education"
"Middle income","MIC",2009,"Tertiary","Female",58438784,"education"
"Middle income","MIC",2010,"Tertiary","Female",61708448,"education"
"Middle income","MIC",2011,"Tertiary","Female",65695008,"education"
"Middle income","MIC",2012,"Tertiary","Female",69186152,"education"
"Middle income","MIC",2013,"Tertiary","Female",71168408,"education"
"Middle income","MIC",2014,"Tertiary","Female",77566464,"education"
"Middle income","MIC",2015,"Tertiary","Female",78581632,"education"
"Middle income","MIC",2016,"Tertiary","Female",NA,"education"
"Middle income","MIC",2017,"Tertiary","Female",NA,"education"
"Upper middle income","UMC",1970,"Tertiary","Female",NA,"education"
"Upper middle income","UMC",1971,"Tertiary","Female",NA,"education"
"Upper middle income","UMC",1972,"Tertiary","Female",NA,"education"
"Upper middle income","UMC",1973,"Tertiary","Female",4956964,"education"
"Upper middle income","UMC",1974,"Tertiary","Female",5285796,"education"
"Upper middle income","UMC",1975,"Tertiary","Female",5661390.5,"education"
"Upper middle income","UMC",1976,"Tertiary","Female",5882522,"education"
"Upper middle income","UMC",1977,"Tertiary","Female",6121353.5,"education"
"Upper middle income","UMC",1978,"Tertiary","Female",6333276.5,"education"
"Upper middle income","UMC",1979,"Tertiary","Female",6609161,"education"
"Upper middle income","UMC",1980,"Tertiary","Female",6860897.5,"education"
"Upper middle income","UMC",1981,"Tertiary","Female",7151615.5,"education"
"Upper middle income","UMC",1982,"Tertiary","Female",7610192.5,"education"
"Upper middle income","UMC",1983,"Tertiary","Female",7919284,"education"
"Upper middle income","UMC",1984,"Tertiary","Female",8609164,"education"
"Upper middle income","UMC",1985,"Tertiary","Female",9004889,"education"
"Upper middle income","UMC",1986,"Tertiary","Female",9027916,"education"
"Upper middle income","UMC",1987,"Tertiary","Female",9244713,"education"
"Upper middle income","UMC",1988,"Tertiary","Female",9335764,"education"
"Upper middle income","UMC",1989,"Tertiary","Female",9479922,"education"
"Upper middle income","UMC",1990,"Tertiary","Female",9652192,"education"
"Upper middle income","UMC",1991,"Tertiary","Female",9855218,"education"
"Upper middle income","UMC",1992,"Tertiary","Female",9942868,"education"
"Upper middle income","UMC",1993,"Tertiary","Female",10102059,"education"
"Upper middle income","UMC",1994,"Tertiary","Female",10661862,"education"
"Upper middle income","UMC",1995,"Tertiary","Female",11641206,"education"
"Upper middle income","UMC",1996,"Tertiary","Female",12033809,"education"
"Upper middle income","UMC",1997,"Tertiary","Female",13219690,"education"
"Upper middle income","UMC",1998,"Tertiary","Female",13931275,"education"
"Upper middle income","UMC",1999,"Tertiary","Female",15171293,"education"
"Upper middle income","UMC",2000,"Tertiary","Female",16718322,"education"
"Upper middle income","UMC",2001,"Tertiary","Female",18951316,"education"
"Upper middle income","UMC",2002,"Tertiary","Female",21584698,"education"
"Upper middle income","UMC",2003,"Tertiary","Female",24359328,"education"
"Upper middle income","UMC",2004,"Tertiary","Female",26837136,"education"
"Upper middle income","UMC",2005,"Tertiary","Female",29188184,"education"
"Upper middle income","UMC",2006,"Tertiary","Female",31963344,"education"
"Upper middle income","UMC",2007,"Tertiary","Female",34617056,"education"
"Upper middle income","UMC",2008,"Tertiary","Female",36971720,"education"
"Upper middle income","UMC",2009,"Tertiary","Female",38927812,"education"
"Upper middle income","UMC",2010,"Tertiary","Female",40680984,"education"
"Upper middle income","UMC",2011,"Tertiary","Female",41448896,"education"
"Upper middle income","UMC",2012,"Tertiary","Female",42426916,"education"
"Upper middle income","UMC",2013,"Tertiary","Female",43536760,"education"
"Upper middle income","UMC",2014,"Tertiary","Female",47932972,"education"
"Upper middle income","UMC",2015,"Tertiary","Female",48892244,"education"
"Upper middle income","UMC",2016,"Tertiary","Female",NA,"education"
"Upper middle income","UMC",2017,"Tertiary","Female",NA,"education"
"High income","HIC",1970,"Pre-primary","Male",9958606,"education"
"High income","HIC",1970,"Primary","Male",44007296,"education"
"High income","HIC",1970,"Secondary","Male",41561290,"education"
"High income","HIC",1970,"Tertiary","Male",10674923,"education"
"High income","HIC",1971,"Pre-primary","Male",9882847,"education"
"High income","HIC",1971,"Primary","Male",44283720,"education"
"High income","HIC",1971,"Secondary","Male",42046482,"education"
"High income","HIC",1971,"Tertiary","Male",10739995,"education"
"High income","HIC",1972,"Pre-primary","Male",9863726,"education"
"High income","HIC",1972,"Primary","Male",44243908,"education"
"High income","HIC",1972,"Secondary","Male",43070636,"education"
"High income","HIC",1972,"Tertiary","Male",11267314,"education"
"High income","HIC",1973,"Pre-primary","Male",10161556,"education"
"High income","HIC",1973,"Primary","Male",44091848,"education"
"High income","HIC",1973,"Secondary","Male",43569944,"education"
"High income","HIC",1973,"Tertiary","Male",11566585,"education"
"High income","HIC",1974,"Pre-primary","Male",10482798,"education"
"High income","HIC",1974,"Primary","Male",43693040,"education"
"High income","HIC",1974,"Secondary","Male",44139240,"education"
"High income","HIC",1974,"Tertiary","Male",11879221,"education"
"High income","HIC",1975,"Pre-primary","Male",10893344,"education"
"High income","HIC",1975,"Primary","Male",43291120,"education"
"High income","HIC",1975,"Secondary","Male",44137852,"education"
"High income","HIC",1975,"Tertiary","Male",12433804,"education"
"High income","HIC",1976,"Pre-primary","Male",11203057,"education"
"High income","HIC",1976,"Primary","Male",42846872,"education"
"High income","HIC",1976,"Secondary","Male",44275724,"education"
"High income","HIC",1976,"Tertiary","Male",13338979,"education"
"High income","HIC",1977,"Pre-primary","Male",11207353,"education"
"High income","HIC",1977,"Primary","Male",42546664,"education"
"High income","HIC",1977,"Secondary","Male",44402184,"education"
"High income","HIC",1977,"Tertiary","Male",13222609,"education"
"High income","HIC",1978,"Pre-primary","Male",11103142,"education"
"High income","HIC",1978,"Primary","Male",42233560,"education"
"High income","HIC",1978,"Secondary","Male",44198580,"education"
"High income","HIC",1978,"Tertiary","Male",13538241,"education"
"High income","HIC",1979,"Pre-primary","Male",11113511,"education"
"High income","HIC",1979,"Primary","Male",41937960,"education"
"High income","HIC",1979,"Secondary","Male",43645724,"education"
"High income","HIC",1979,"Tertiary","Male",13486681,"education"
"High income","HIC",1980,"Pre-primary","Male",11128577,"education"
"High income","HIC",1980,"Primary","Male",42680540,"education"
"High income","HIC",1980,"Secondary","Male",45189444,"education"
"High income","HIC",1980,"Tertiary","Male",13751158,"education"
"High income","HIC",1981,"Pre-primary","Male",11305565,"education"
"High income","HIC",1981,"Primary","Male",42318788,"education"
"High income","HIC",1981,"Secondary","Male",45010400,"education"
"High income","HIC",1981,"Tertiary","Male",14091185,"education"
"High income","HIC",1982,"Pre-primary","Male",11329115,"education"
"High income","HIC",1982,"Primary","Male",42236936,"education"
"High income","HIC",1982,"Secondary","Male",45335376,"education"
"High income","HIC",1982,"Tertiary","Male",14426845,"education"
"High income","HIC",1983,"Pre-primary","Male",11387051,"education"
"High income","HIC",1983,"Primary","Male",41708632,"education"
"High income","HIC",1983,"Secondary","Male",45235688,"education"
"High income","HIC",1983,"Tertiary","Male",14731599,"education"
"High income","HIC",1984,"Pre-primary","Male",11560635,"education"
"High income","HIC",1984,"Primary","Male",41058704,"education"
"High income","HIC",1984,"Secondary","Male",45376240,"education"
"High income","HIC",1984,"Tertiary","Male",14940381,"education"
"High income","HIC",1985,"Pre-primary","Male",11686295,"education"
"High income","HIC",1985,"Primary","Male",40625300,"education"
"High income","HIC",1985,"Secondary","Male",45250380,"education"
"High income","HIC",1985,"Tertiary","Male",14959700,"education"
"High income","HIC",1986,"Pre-primary","Male",11982097,"education"
"High income","HIC",1986,"Primary","Male",40437876,"education"
"High income","HIC",1986,"Secondary","Male",45491396,"education"
"High income","HIC",1986,"Tertiary","Male",15038082,"education"
"High income","HIC",1987,"Pre-primary","Male",12167270,"education"
"High income","HIC",1987,"Primary","Male",40374032,"education"
"High income","HIC",1987,"Secondary","Male",45402592,"education"
"High income","HIC",1987,"Tertiary","Male",15228774,"education"
"High income","HIC",1988,"Pre-primary","Male",12319856,"education"
"High income","HIC",1988,"Primary","Male",40344404,"education"
"High income","HIC",1988,"Secondary","Male",45015388,"education"
"High income","HIC",1988,"Tertiary","Male",15461389,"education"
"High income","HIC",1989,"Pre-primary","Male",12196811,"education"
"High income","HIC",1989,"Primary","Male",40410972,"education"
"High income","HIC",1989,"Secondary","Male",44644560,"education"
"High income","HIC",1989,"Tertiary","Male",15761531,"education"
"High income","HIC",1990,"Pre-primary","Male",12353947,"education"
"High income","HIC",1990,"Primary","Male",40523432,"education"
"High income","HIC",1990,"Secondary","Male",44147152,"education"
"High income","HIC",1990,"Tertiary","Male",16105582,"education"
"High income","HIC",1991,"Pre-primary","Male",12624959,"education"
"High income","HIC",1991,"Primary","Male",40501820,"education"
"High income","HIC",1991,"Secondary","Male",44087176,"education"
"High income","HIC",1991,"Tertiary","Male",16562249,"education"
"High income","HIC",1992,"Pre-primary","Male",12722178,"education"
"High income","HIC",1992,"Primary","Male",40427980,"education"
"High income","HIC",1992,"Secondary","Male",44334996,"education"
"High income","HIC",1992,"Tertiary","Male",17103970,"education"
"High income","HIC",1993,"Pre-primary","Male",12988007,"education"
"High income","HIC",1993,"Primary","Male",40490224,"education"
"High income","HIC",1993,"Secondary","Male",45432120,"education"
"High income","HIC",1993,"Tertiary","Male",17927278,"education"
"High income","HIC",1994,"Pre-primary","Male",13191413,"education"
"High income","HIC",1994,"Primary","Male",40454980,"education"
"High income","HIC",1994,"Secondary","Male",46570660,"education"
"High income","HIC",1994,"Tertiary","Male",18489658,"education"
"High income","HIC",1995,"Pre-primary","Male",13343052,"education"
"High income","HIC",1995,"Primary","Male",40683080,"education"
"High income","HIC",1995,"Secondary","Male",46470568,"education"
"High income","HIC",1995,"Tertiary","Male",18669174,"education"
"High income","HIC",1996,"Pre-primary","Male",13499707,"education"
"High income","HIC",1996,"Primary","Male",40897968,"education"
"High income","HIC",1996,"Secondary","Male",46462136,"education"
"High income","HIC",1996,"Tertiary","Male",18923076,"education"
"High income","HIC",1997,"Pre-primary","Male",13213497,"education"
"High income","HIC",1997,"Primary","Male",40775620,"education"
"High income","HIC",1997,"Secondary","Male",46137220,"education"
"High income","HIC",1997,"Tertiary","Male",18999626,"education"
"High income","HIC",1998,"Pre-primary","Male",13451629,"education"
"High income","HIC",1998,"Primary","Male",40838820,"education"
"High income","HIC",1998,"Secondary","Male",45819980,"education"
"High income","HIC",1998,"Tertiary","Male",18535724,"education"
"High income","HIC",1999,"Pre-primary","Male",13636366,"education"
"High income","HIC",1999,"Primary","Male",40856048,"education"
"High income","HIC",1999,"Secondary","Male",45975352,"education"
"High income","HIC",1999,"Tertiary","Male",19145344,"education"
"High income","HIC",2000,"Pre-primary","Male",13527978,"education"
"High income","HIC",2000,"Primary","Male",40980860,"education"
"High income","HIC",2000,"Secondary","Male",46207016,"education"
"High income","HIC",2000,"Tertiary","Male",19141072,"education"
"High income","HIC",2001,"Pre-primary","Male",13762657,"education"
"High income","HIC",2001,"Primary","Male",40834120,"education"
"High income","HIC",2001,"Secondary","Male",46458108,"education"
"High income","HIC",2001,"Tertiary","Male",19646120,"education"
"High income","HIC",2002,"Pre-primary","Male",13758912,"education"
"High income","HIC",2002,"Primary","Male",40322124,"education"
"High income","HIC",2002,"Secondary","Male",46805924,"education"
"High income","HIC",2002,"Tertiary","Male",20964558,"education"
"High income","HIC",2003,"Pre-primary","Male",13551424,"education"
"High income","HIC",2003,"Primary","Male",40121392,"education"
"High income","HIC",2003,"Secondary","Male",47111660,"education"
"High income","HIC",2003,"Tertiary","Male",21522856,"education"
"High income","HIC",2004,"Pre-primary","Male",13551890,"education"
"High income","HIC",2004,"Primary","Male",39930848,"education"
"High income","HIC",2004,"Secondary","Male",46557136,"education"
"High income","HIC",2004,"Tertiary","Male",21795988,"education"
"High income","HIC",2005,"Pre-primary","Male",14150850,"education"
"High income","HIC",2005,"Primary","Male",39764324,"education"
"High income","HIC",2005,"Secondary","Male",46925948,"education"
"High income","HIC",2005,"Tertiary","Male",22153802,"education"
"High income","HIC",2006,"Pre-primary","Male",14246191,"education"
"High income","HIC",2006,"Primary","Male",39369448,"education"
"High income","HIC",2006,"Secondary","Male",46698940,"education"
"High income","HIC",2006,"Tertiary","Male",22339140,"education"
"High income","HIC",2007,"Pre-primary","Male",14325738,"education"
"High income","HIC",2007,"Primary","Male",39361296,"education"
"High income","HIC",2007,"Secondary","Male",46544996,"education"
"High income","HIC",2007,"Tertiary","Male",22633586,"education"
"High income","HIC",2008,"Pre-primary","Male",14465582,"education"
"High income","HIC",2008,"Primary","Male",39242408,"education"
"High income","HIC",2008,"Secondary","Male",46526732,"education"
"High income","HIC",2008,"Tertiary","Male",23027476,"education"
"High income","HIC",2009,"Pre-primary","Male",14570470,"education"
"High income","HIC",2009,"Primary","Male",38953868,"education"
"High income","HIC",2009,"Secondary","Male",46270596,"education"
"High income","HIC",2009,"Tertiary","Male",23602012,"education"
"High income","HIC",2010,"Pre-primary","Male",15042143,"education"
"High income","HIC",2010,"Primary","Male",38778960,"education"
"High income","HIC",2010,"Secondary","Male",46157988,"education"
"High income","HIC",2010,"Tertiary","Male",24566876,"education"
"High income","HIC",2011,"Pre-primary","Male",15381906,"education"
"High income","HIC",2011,"Primary","Male",38558476,"education"
"High income","HIC",2011,"Secondary","Male",45805456,"education"
"High income","HIC",2011,"Tertiary","Male",25157606,"education"
"High income","HIC",2012,"Pre-primary","Male",15711701,"education"
"High income","HIC",2012,"Primary","Male",38608680,"education"
"High income","HIC",2012,"Secondary","Male",45616008,"education"
"High income","HIC",2012,"Tertiary","Male",25262872,"education"
"High income","HIC",2013,"Pre-primary","Male",15753031,"education"
"High income","HIC",2013,"Primary","Male",38761032,"education"
"High income","HIC",2013,"Secondary","Male",46867020,"education"
"High income","HIC",2013,"Tertiary","Male",24978258,"education"
"High income","HIC",2014,"Pre-primary","Male",15994692,"education"
"High income","HIC",2014,"Primary","Male",38920036,"education"
"High income","HIC",2014,"Secondary","Male",46623668,"education"
"High income","HIC",2014,"Tertiary","Male",24909408,"education"
"High income","HIC",2015,"Pre-primary","Male",16014385,"education"
"High income","HIC",2015,"Primary","Male",39242904,"education"
"High income","HIC",2015,"Secondary","Male",46270944,"education"
"High income","HIC",2015,"Tertiary","Male",24835622,"education"
"High income","HIC",2016,"Pre-primary","Male",NA,"education"
"High income","HIC",2016,"Primary","Male",NA,"education"
"High income","HIC",2016,"Secondary","Male",NA,"education"
"High income","HIC",2016,"Tertiary","Male",NA,"education"
"High income","HIC",2017,"Pre-primary","Male",NA,"education"
"High income","HIC",2017,"Primary","Male",NA,"education"
"High income","HIC",2017,"Secondary","Male",NA,"education"
"High income","HIC",2017,"Tertiary","Male",NA,"education"
"Low income","LIC",1970,"Pre-primary","Male",NA,"education"
"Low income","LIC",1970,"Primary","Male",8779830,"education"
"Low income","LIC",1970,"Secondary","Male",2097552.125,"education"
"Low income","LIC",1970,"Tertiary","Male",279807.203125,"education"
"Low income","LIC",1971,"Pre-primary","Male",NA,"education"
"Low income","LIC",1971,"Primary","Male",9047340.5,"education"
"Low income","LIC",1971,"Secondary","Male",2242331.5,"education"
"Low income","LIC",1971,"Tertiary","Male",269727.7578125,"education"
"Low income","LIC",1972,"Pre-primary","Male",879893.0625,"education"
"Low income","LIC",1972,"Primary","Male",9181674,"education"
"Low income","LIC",1972,"Secondary","Male",2440498.5,"education"
"Low income","LIC",1972,"Tertiary","Male",282199.5078125,"education"
"Low income","LIC",1973,"Pre-primary","Male",940008.75,"education"
"Low income","LIC",1973,"Primary","Male",9643203,"education"
"Low income","LIC",1973,"Secondary","Male",2566389.75,"education"
"Low income","LIC",1973,"Tertiary","Male",312022.8203125,"education"
"Low income","LIC",1974,"Pre-primary","Male",1002326.5625,"education"
"Low income","LIC",1974,"Primary","Male",10170424,"education"
"Low income","LIC",1974,"Secondary","Male",2612630.125,"education"
"Low income","LIC",1974,"Tertiary","Male",363875.609375,"education"
"Low income","LIC",1975,"Pre-primary","Male",1050945.75,"education"
"Low income","LIC",1975,"Primary","Male",10904942,"education"
"Low income","LIC",1975,"Secondary","Male",2770056.875,"education"
"Low income","LIC",1975,"Tertiary","Male",424527.140625,"education"
"Low income","LIC",1976,"Pre-primary","Male",1070005.9375,"education"
"Low income","LIC",1976,"Primary","Male",11826567,"education"
"Low income","LIC",1976,"Secondary","Male",2876755.625,"education"
"Low income","LIC",1976,"Tertiary","Male",473393.5,"education"
"Low income","LIC",1977,"Pre-primary","Male",1087244.125,"education"
"Low income","LIC",1977,"Primary","Male",12691637.5,"education"
"Low income","LIC",1977,"Secondary","Male",3090368,"education"
"Low income","LIC",1977,"Tertiary","Male",512821.203125,"education"
"Low income","LIC",1978,"Pre-primary","Male",1101473.5,"education"
"Low income","LIC",1978,"Primary","Male",13408099,"education"
"Low income","LIC",1978,"Secondary","Male",3382846.125,"education"
"Low income","LIC",1978,"Tertiary","Male",549378.140625,"education"
"Low income","LIC",1979,"Pre-primary","Male",1112149.375,"education"
"Low income","LIC",1979,"Primary","Male",14145792,"education"
"Low income","LIC",1979,"Secondary","Male",3732051.5,"education"
"Low income","LIC",1979,"Tertiary","Male",556994.34375,"education"
"Low income","LIC",1980,"Pre-primary","Male",1114922,"education"
"Low income","LIC",1980,"Primary","Male",15051842,"education"
"Low income","LIC",1980,"Secondary","Male",4061459.25,"education"
"Low income","LIC",1980,"Tertiary","Male",550274.484375,"education"
"Low income","LIC",1981,"Pre-primary","Male",1126089.375,"education"
"Low income","LIC",1981,"Primary","Male",16101654,"education"
"Low income","LIC",1981,"Secondary","Male",4240623.25,"education"
"Low income","LIC",1981,"Tertiary","Male",550680.078125,"education"
"Low income","LIC",1982,"Pre-primary","Male",1139336.75,"education"
"Low income","LIC",1982,"Primary","Male",16020723,"education"
"Low income","LIC",1982,"Secondary","Male",4418247.75,"education"
"Low income","LIC",1982,"Tertiary","Male",566335.671875,"education"
"Low income","LIC",1983,"Pre-primary","Male",1107044,"education"
"Low income","LIC",1983,"Primary","Male",16421577,"education"
"Low income","LIC",1983,"Secondary","Male",4668471.5,"education"
"Low income","LIC",1983,"Tertiary","Male",582875.03125,"education"
"Low income","LIC",1984,"Pre-primary","Male",1093369.875,"education"
"Low income","LIC",1984,"Primary","Male",16694506,"education"
"Low income","LIC",1984,"Secondary","Male",4925838.25,"education"
"Low income","LIC",1984,"Tertiary","Male",626562.515625,"education"
"Low income","LIC",1985,"Pre-primary","Male",1107888,"education"
"Low income","LIC",1985,"Primary","Male",16789668,"education"
"Low income","LIC",1985,"Secondary","Male",5030499.75,"education"
"Low income","LIC",1985,"Tertiary","Male",673365.78125,"education"
"Low income","LIC",1986,"Pre-primary","Male",1157496.5,"education"
"Low income","LIC",1986,"Primary","Male",17023786,"education"
"Low income","LIC",1986,"Secondary","Male",5070949,"education"
"Low income","LIC",1986,"Tertiary","Male",743031.03125,"education"
"Low income","LIC",1987,"Pre-primary","Male",1284162.125,"education"
"Low income","LIC",1987,"Primary","Male",16946876,"education"
"Low income","LIC",1987,"Secondary","Male",5101195.5,"education"
"Low income","LIC",1987,"Tertiary","Male",776522.6875,"education"
"Low income","LIC",1988,"Pre-primary","Male",1370431.875,"education"
"Low income","LIC",1988,"Primary","Male",17589734,"education"
"Low income","LIC",1988,"Secondary","Male",5192335.25,"education"
"Low income","LIC",1988,"Tertiary","Male",820362.71875,"education"
"Low income","LIC",1989,"Pre-primary","Male",1448946,"education"
"Low income","LIC",1989,"Primary","Male",17828153,"education"
"Low income","LIC",1989,"Secondary","Male",5179573,"education"
"Low income","LIC",1989,"Tertiary","Male",859080.1875,"education"
"Low income","LIC",1990,"Pre-primary","Male",1508100.125,"education"
"Low income","LIC",1990,"Primary","Male",17901554,"education"
"Low income","LIC",1990,"Secondary","Male",5118460.25,"education"
"Low income","LIC",1990,"Tertiary","Male",861152.75,"education"
"Low income","LIC",1991,"Pre-primary","Male",1543181.5,"education"
"Low income","LIC",1991,"Primary","Male",18943720,"education"
"Low income","LIC",1991,"Secondary","Male",5251747.75,"education"
"Low income","LIC",1991,"Tertiary","Male",886014.25,"education"
"Low income","LIC",1992,"Pre-primary","Male",1574149.875,"education"
"Low income","LIC",1992,"Primary","Male",19128611,"education"
"Low income","LIC",1992,"Secondary","Male",5260886.25,"education"
"Low income","LIC",1992,"Tertiary","Male",881554.84375,"education"
"Low income","LIC",1993,"Pre-primary","Male",1597921.625,"education"
"Low income","LIC",1993,"Primary","Male",19835569,"education"
"Low income","LIC",1993,"Secondary","Male",5392210,"education"
"Low income","LIC",1993,"Tertiary","Male",866767.09375,"education"
"Low income","LIC",1994,"Pre-primary","Male",1620104.25,"education"
"Low income","LIC",1994,"Primary","Male",20790179,"education"
"Low income","LIC",1994,"Secondary","Male",5772460.25,"education"
"Low income","LIC",1994,"Tertiary","Male",829664.0625,"education"
"Low income","LIC",1995,"Pre-primary","Male",1646810.375,"education"
"Low income","LIC",1995,"Primary","Male",22566876,"education"
"Low income","LIC",1995,"Secondary","Male",6073796.25,"education"
"Low income","LIC",1995,"Tertiary","Male",797430.0625,"education"
"Low income","LIC",1996,"Pre-primary","Male",1737754.875,"education"
"Low income","LIC",1996,"Primary","Male",23459566,"education"
"Low income","LIC",1996,"Secondary","Male",6388633,"education"
"Low income","LIC",1996,"Tertiary","Male",779141.03125,"education"
"Low income","LIC",1997,"Pre-primary","Male",1668394.625,"education"
"Low income","LIC",1997,"Primary","Male",25786094,"education"
"Low income","LIC",1997,"Secondary","Male",6556915.5,"education"
"Low income","LIC",1997,"Tertiary","Male",771869.25,"education"
"Low income","LIC",1998,"Pre-primary","Male",1963062.875,"education"
"Low income","LIC",1998,"Primary","Male",26913398,"education"
"Low income","LIC",1998,"Secondary","Male",7155415,"education"
"Low income","LIC",1998,"Tertiary","Male",774267.40625,"education"
"Low income","LIC",1999,"Pre-primary","Male",2060140.25,"education"
"Low income","LIC",1999,"Primary","Male",27063246,"education"
"Low income","LIC",1999,"Secondary","Male",7474989,"education"
"Low income","LIC",1999,"Tertiary","Male",786120.3125,"education"
"Low income","LIC",2000,"Pre-primary","Male",2161827.75,"education"
"Low income","LIC",2000,"Primary","Male",28592522,"education"
"Low income","LIC",2000,"Secondary","Male",7896086,"education"
"Low income","LIC",2000,"Tertiary","Male",871577.4375,"education"
"Low income","LIC",2001,"Pre-primary","Male",2220026,"education"
"Low income","LIC",2001,"Primary","Male",30388914,"education"
"Low income","LIC",2001,"Secondary","Male",8524587.5,"education"
"Low income","LIC",2001,"Tertiary","Male",964405.25,"education"
"Low income","LIC",2002,"Pre-primary","Male",2298766.75,"education"
"Low income","LIC",2002,"Primary","Male",33501824,"education"
"Low income","LIC",2002,"Secondary","Male",9153446.5,"education"
"Low income","LIC",2002,"Tertiary","Male",1058794.28125,"education"
"Low income","LIC",2003,"Pre-primary","Male",2428780.5,"education"
"Low income","LIC",2003,"Primary","Male",35881202,"education"
"Low income","LIC",2003,"Secondary","Male",9662031,"education"
"Low income","LIC",2003,"Tertiary","Male",1165396.1875,"education"
"Low income","LIC",2004,"Pre-primary","Male",2536169.5,"education"
"Low income","LIC",2004,"Primary","Male",38190986,"education"
"Low income","LIC",2004,"Secondary","Male",10552778,"education"
"Low income","LIC",2004,"Tertiary","Male",1261817.4375,"education"
"Low income","LIC",2005,"Pre-primary","Male",2813442.5,"education"
"Low income","LIC",2005,"Primary","Male",39812300,"education"
"Low income","LIC",2005,"Secondary","Male",11343465.5,"education"
"Low income","LIC",2005,"Tertiary","Male",1359059.75,"education"
"Low income","LIC",2006,"Pre-primary","Male",2937262.5,"education"
"Low income","LIC",2006,"Primary","Male",41868608,"education"
"Low income","LIC",2006,"Secondary","Male",12380041,"education"
"Low income","LIC",2006,"Tertiary","Male",1468009.375,"education"
"Low income","LIC",2007,"Pre-primary","Male",3108479.5,"education"
"Low income","LIC",2007,"Primary","Male",43993804,"education"
"Low income","LIC",2007,"Secondary","Male",13097092,"education"
"Low income","LIC",2007,"Tertiary","Male",1608784.4375,"education"
"Low income","LIC",2008,"Pre-primary","Male",3495781,"education"
"Low income","LIC",2008,"Primary","Male",46588936,"education"
"Low income","LIC",2008,"Secondary","Male",14279750,"education"
"Low income","LIC",2008,"Tertiary","Male",1773989.0625,"education"
"Low income","LIC",2009,"Pre-primary","Male",3674874.5,"education"
"Low income","LIC",2009,"Primary","Male",47791964,"education"
"Low income","LIC",2009,"Secondary","Male",15179876,"education"
"Low income","LIC",2009,"Tertiary","Male",2001562.9375,"education"
"Low income","LIC",2010,"Pre-primary","Male",3773269.75,"education"
"Low income","LIC",2010,"Primary","Male",48885544,"education"
"Low income","LIC",2010,"Secondary","Male",16177511,"education"
"Low income","LIC",2010,"Tertiary","Male",2277407.875,"education"
"Low income","LIC",2011,"Pre-primary","Male",3992820.75,"education"
"Low income","LIC",2011,"Primary","Male",50029024,"education"
"Low income","LIC",2011,"Secondary","Male",17124833,"education"
"Low income","LIC",2011,"Tertiary","Male",2449075.75,"education"
"Low income","LIC",2012,"Pre-primary","Male",4635076.5,"education"
"Low income","LIC",2012,"Primary","Male",51603768,"education"
"Low income","LIC",2012,"Secondary","Male",17926210,"education"
"Low income","LIC",2012,"Tertiary","Male",2594220.125,"education"
"Low income","LIC",2013,"Pre-primary","Male",4921512.5,"education"
"Low income","LIC",2013,"Primary","Male",53079200,"education"
"Low income","LIC",2013,"Secondary","Male",18392333,"education"
"Low income","LIC",2013,"Tertiary","Male",2703456,"education"
"Low income","LIC",2014,"Pre-primary","Male",5219756,"education"
"Low income","LIC",2014,"Primary","Male",54625336,"education"
"Low income","LIC",2014,"Secondary","Male",18952009,"education"
"Low income","LIC",2014,"Tertiary","Male",2838419.625,"education"
"Low income","LIC",2015,"Pre-primary","Male",5578457.5,"education"
"Low income","LIC",2015,"Primary","Male",55897216,"education"
"Low income","LIC",2015,"Secondary","Male",19434836,"education"
"Low income","LIC",2015,"Tertiary","Male",2864257.125,"education"
"Low income","LIC",2016,"Pre-primary","Male",NA,"education"
"Low income","LIC",2016,"Primary","Male",NA,"education"
"Low income","LIC",2016,"Secondary","Male",NA,"education"
"Low income","LIC",2016,"Tertiary","Male",NA,"education"
"Low income","LIC",2017,"Pre-primary","Male",NA,"education"
"Low income","LIC",2017,"Primary","Male",NA,"education"
"Low income","LIC",2017,"Secondary","Male",NA,"education"
"Low income","LIC",2017,"Tertiary","Male",NA,"education"
"Lower middle income","LMC",1970,"Pre-primary","Male",5153283,"education"
"Lower middle income","LMC",1970,"Primary","Male",74312512,"education"
"Lower middle income","LMC",1970,"Secondary","Male",30574432,"education"
"Lower middle income","LMC",1970,"Tertiary","Male",3860504.5,"education"
"Lower middle income","LMC",1971,"Pre-primary","Male",5250580.5,"education"
"Lower middle income","LMC",1971,"Primary","Male",75985832,"education"
"Lower middle income","LMC",1971,"Secondary","Male",31408774,"education"
"Lower middle income","LMC",1971,"Tertiary","Male",4059250,"education"
"Lower middle income","LMC",1972,"Pre-primary","Male",5418021.5,"education"
"Lower middle income","LMC",1972,"Primary","Male",78924948,"education"
"Lower middle income","LMC",1972,"Secondary","Male",32583226,"education"
"Lower middle income","LMC",1972,"Tertiary","Male",4277797,"education"
"Lower middle income","LMC",1973,"Pre-primary","Male",5580358,"education"
"Lower middle income","LMC",1973,"Primary","Male",82977780,"education"
"Lower middle income","LMC",1973,"Secondary","Male",33724796,"education"
"Lower middle income","LMC",1973,"Tertiary","Male",4489314,"education"
"Lower middle income","LMC",1974,"Pre-primary","Male",5771419,"education"
"Lower middle income","LMC",1974,"Primary","Male",84903244,"education"
"Lower middle income","LMC",1974,"Secondary","Male",34701218,"education"
"Lower middle income","LMC",1974,"Tertiary","Male",4685032.5,"education"
